model,task,sample_id,score,benchmark,run_id
google/gemini-1.5-flash-8b-001,GPQA Diamond,recrHBEJJoDTV05JR,0.5,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recrNbtgTNoabJJi6,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recrs0kUo7Ua1xhKO,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recs3PLPUEMiqg4P8,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,rect4iLrSfUwkNTno,0.5,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,rectXfsCM1dj4Kv2c,0.125,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,rectlyG9pCAAuWhoB,0.25,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recuYEkVjdVUwA3c0,0.25,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recuyeuT5rQ6qDt8F,0.125,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recv7GsQg3f0fvB1f,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recvZlMbpPz0yLDle,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recvlnu8BuLmXZhSX,0.625,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recw4rROcnHKNZhtK,0.625,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recxTy0x7M6T9ikc0,1.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recxsX66ktJ1Lwt4f,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recyPffUDqC2k7ZZO,0.5,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recyl3usDqb7ruXJx,0.5,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recypVp2NmPlBKVTp,1.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,reczQ4I0VpENdMtIj,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,reczUoM8JsxU6pYxr,0.125,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,reczjcMtrB1YGS2fO,0.625,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,reczzzihL7btBH7RO,1.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,rec0VuKUjt1SZ7NYv,0.625,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,rec1oj2DveQWl9Rpw,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,rec32C1ZEapBnCC0E,0.125,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,rec47oNPXudlTIk4y,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,rec6sE2CRtD4drtHg,1.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,rec9W28HgpEUeUN8k,0.5,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recAYkd96NNuNl1Ei,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recBhnXrUyTJ6WHIR,0.75,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recE2ihVfqEK4R9d0,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recGee5m84dg5FZkc,0.625,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recINGR1z01Fh1Z3A,0.875,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recJpyGtGIsxulevT,0.125,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recLB0EkQ54bYVhnd,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recMicVBcqy1xM1jq,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recPIzpnuYpB4yvmp,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recRZjaElf8ft7xTq,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recReg13iV2HwJTaA,0.5,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recRhwQwHijW0gCLo,0.75,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recUc29lMDBEvurYo,0.25,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recVE8cUNHpHZIAvL,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recWXwn9v4IG9ZrM6,1.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recXsYa3i2UhGF5fe,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recYCMJWH7IpcdqwE,0.5,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recatj4YXzbOaq3Ar,0.875,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recb80OwMgNnceA9t,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,reccVBrYdwsB84fGy,0.125,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recfTlTMjZBuOducT,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recgC4GJ8wUemlUQD,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recixxJmdux0d8LZQ,0.75,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,reckEnrOPFT9Ru7tW,0.375,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recoiTJPGUmzAkief,0.625,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recwW1A85nfyQpReG,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recwlwlcPvXVNPmvl,0.625,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recyrk6XBVwugG5u8,0.25,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recywRj5a8EEjj2Ib,1.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,recz3MfYHPRhsEQkW,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
google/gemini-1.5-flash-8b-001,GPQA Diamond,reczkBiPPNrNN49Hp,0.0,GPQA diamond,gFT36W4KU3wggLQ9nNCctg
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec06pnAkLOr2t2mp,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec0Arme2jcXQZnAW,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec0wZvZgiz320KRs,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec0yTRmO1o1xCA6H,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec1zl5LvaatzGhFt,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec260hNUCEj109Dj,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec2UlKqC6RFHdcro,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec2ZTsqazBZ3LTWZ,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec2fsnzUuvNtUYK8,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec4JrWy7Il8ho5vk,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec4L69T0Y1AS4AFS,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec4UqStf9WUVif1f,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec4r4KWNLrT7g2kR,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec527dNeEtWJrYNl,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec5eA17Qr1ucNLUf,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec5rjeLsEq5Fg7Oj,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec7C06XOB2h298ue,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec7qmSnbud4FHSqL,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec8nshandHARTkrg,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec8y3ZrBOcLgNEkE,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec9GugrngvsQR99A,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rec9ubQihAh6g9bft,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recA1i5ZAh0Uzclxp,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recAAJoHMW45Lv5je,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recBGxVySx1pkrO1i,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recBXlqrZUCR897It,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recBtVK8rBVtIlXDq,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recCJJOeBGERaHYax,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recD8oX1KevFbl7bL,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recDDxpS9s8cwkqfq,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recDj2Y2BbtV02Wv5,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recDytVnNYZe2HuUU,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recEmTBhx2hgw6tPQ,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recFaL6j8UMhutXrc,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recG1ljJQcVy6CbSl,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recGFKDUd8qgz81Zl,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recGFNRVl1qBZGwyU,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recHVUd2DkoKfedJZ,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recI1ls9OXdxatHQn,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recIDiDKKrN61Auyr,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recIIUynGGpsGEYuo,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recIMcQfaQNa6vzsT,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recINSFEYLCyyd08m,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recIOlKBsOeEcgkA1,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recIj8lR4tuDgrHou,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recIlghoOw5VbY4Zh,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recJJcOHhFeSaRpl4,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recJZ3QEfRKjYw9a7,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recK9F5aqdaybl8bb,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recKcjTwONILZqHAX,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recKm6LNWykGapmCr,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recKv4hFyNpViUXnL,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recL9MFV5zmdlle5T,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recLAgwx9vbgB5EHk,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recLSzwBUS3olCjhl,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recLrRirj7iXoB0rU,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recN4DY9Q5V03glmQ,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recNAiPUKOulQbKVP,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recNFJjE5PPTqVJGv,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recNu3MXkvWUzHZr9,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recNuT2oSnO86bxOx,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recO3hvCWRGiG0odN,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recOYsaYs6RmtlTDy,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recOkA2zsy4GSMD9R,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recOvqPKUtyy9ISA1,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recPL4ZPpVYxgMu57,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recPSTGXK3P39yNYT,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recPzW1WqRnPs57D6,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recQ8oxSY2aCwFRS8,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recQiWOxhkXRz9NVE,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recRTiyaRymerDJ4y,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recRgabRzMaEoBRcM,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recS48OsU6kVadBPW,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recSBcGLPatKb3Ygu,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recTs7qzfJs6kfLUK,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recUBgVlkKzcRPDdK,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recUOePh79cp4T2Bg,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recV1nqYQvpII94oC,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recVEXvhYxAhELVqB,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recVvpD8miVjmmyfe,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recWPMm91mGDLXONm,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recWxGU8Q4YReJ1tb,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recWzUUYBN0NuXO2k,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recXsuOHRBLcyenF2,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recXvQ6gWAmyakrpD,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recYA3LPsCvF1fTMI,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recYOzCsevNz61Lyn,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recYt8xx80OTyDsL0,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recZ13cwgDQf9jRd9,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recZSGUkn56v9kEp1,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recZWeueB7lSPR6wN,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recZbxrocrxh9YENH,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recZdZxsN0AxDx0pB,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recZt4x514UQNnsgy,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,reca44yABeO2fx7UB,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recaXdGn3FAIkxLGM,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recafnH3RRnMBXEb1,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recakFKZioXUuldcd,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recb2M22zaD3tL6Qc,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recb4cGsC6BJUCU3V,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,reccOKzFNmyqeJ6ry,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,reccVFW11Elovnf8T,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recclFbsjbaiVVnnV,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recdya6FuYraBU5Rh,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,receYQxnUBvxPcvbQ,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,receo3UUzRvWCqyfA,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recf6ayQmL1SxKbvW,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recgI6tUQ7RLJRWGx,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recgM7o1tcc7tP778,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recgXxEgllSGEpELP,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rechKl68Uc6H7vU0N,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rechgQucGlrnt8KRV,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,rechtUKxC6G67H7Pr,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recihePFulRgNKsIn,0.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,reciuppdQde4FGX1z,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recjJ54TXc04enRkZ,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,recjgMJaMxz4ESDF2,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
anthropic/claude-3-7-sonnet-20250219,GPQA Diamond,reck1zKeCssmN82Ga,1.0,GPQA diamond,iv9yfwZ9vTznxQfvJF6J7p
